[Sat Jan 25 16:47:01 UTC 2025] VulCaN9 | Location: X: 62 Y: 85 Z: 153 | Line: 0 | 虽然有天使之箱
[Fri Jan 31 16:41:08 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 0 | 
[Fri Jan 31 16:41:08 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 1 | 
[Fri Jan 31 16:41:08 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 2 | 
[Fri Jan 31 16:41:08 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 3 | 
[Fri Jan 31 16:41:11 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -361 | Line: 0 | 
[Fri Jan 31 16:41:11 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -361 | Line: 1 | 
[Fri Jan 31 16:41:11 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -361 | Line: 2 | 
[Fri Jan 31 16:41:11 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -361 | Line: 3 | 
[Fri Jan 31 16:41:12 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -361 | Line: 0 | 
[Fri Jan 31 16:41:12 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -361 | Line: 1 | 
[Fri Jan 31 16:41:12 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -361 | Line: 2 | 
[Fri Jan 31 16:41:12 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -361 | Line: 3 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -360 | Line: 0 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -360 | Line: 1 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -360 | Line: 2 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 518 Y: 67 Z: -360 | Line: 3 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -360 | Line: 0 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -360 | Line: 1 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -360 | Line: 2 | 
[Fri Jan 31 16:41:16 UTC 2025] neckProtecter | Location: X: 517 Y: 67 Z: -360 | Line: 3 | 
[Fri Jan 31 16:41:18 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -360 | Line: 0 | 
[Fri Jan 31 16:41:18 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -360 | Line: 1 | 
[Fri Jan 31 16:41:18 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -360 | Line: 2 | 
[Fri Jan 31 16:41:18 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -360 | Line: 3 | 
[Fri Jan 31 16:41:49 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 0 | 
[Fri Jan 31 16:41:49 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 1 | 
[Fri Jan 31 16:41:49 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 2 | 
[Fri Jan 31 16:41:49 UTC 2025] neckProtecter | Location: X: 516 Y: 67 Z: -361 | Line: 3 | 
[Fri Jan 31 16:43:03 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Fri Jan 31 16:43:03 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Fri Jan 31 16:43:03 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Fri Jan 31 16:43:03 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Fri Jan 31 16:45:09 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 0 | 
[Fri Jan 31 16:45:09 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 1 | 石头
[Fri Jan 31 16:45:09 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 2 | 
[Fri Jan 31 16:45:09 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 3 | 
[Fri Jan 31 17:39:22 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Fri Jan 31 17:39:22 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Fri Jan 31 17:39:22 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Fri Jan 31 17:39:22 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 05:44:53 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 0 | 
[Sat Feb 01 05:44:53 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 1 | 
[Sat Feb 01 05:44:53 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 2 | 
[Sat Feb 01 05:44:53 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 3 | 
[Sat Feb 01 05:45:06 UTC 2025] Slatermy | Location: X: 507 Y: 66 Z: -326 | Line: 0 | 
[Sat Feb 01 05:45:06 UTC 2025] Slatermy | Location: X: 507 Y: 66 Z: -326 | Line: 1 | 火药塔火速筹备
[Sat Feb 01 05:45:06 UTC 2025] Slatermy | Location: X: 507 Y: 66 Z: -326 | Line: 2 | 先抓几只猫
[Sat Feb 01 05:45:06 UTC 2025] Slatermy | Location: X: 507 Y: 66 Z: -326 | Line: 3 | 
[Sat Feb 01 05:45:14 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 0 | 我觉得可以开始搞
[Sat Feb 01 05:45:14 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 1 | 猪人塔了
[Sat Feb 01 05:45:14 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 2 | 金子蛮值钱的
[Sat Feb 01 05:45:14 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 3 | 用不用先搞个岩浆怪
[Sat Feb 01 05:45:21 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 0 | 
[Sat Feb 01 05:45:21 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 1 | 
[Sat Feb 01 05:45:21 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 2 | 
[Sat Feb 01 05:45:21 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 3 | 
[Sat Feb 01 05:45:40 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 0 | 
[Sat Feb 01 05:45:40 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 1 | 火药塔火速筹备
[Sat Feb 01 05:45:40 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 2 | 火药塔效率：
[Sat Feb 01 05:45:40 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 3 | 一晚上一组火药
[Sat Feb 01 05:45:58 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 0 | 
[Sat Feb 01 05:45:58 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 1 | 
[Sat Feb 01 05:45:58 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 2 | 
[Sat Feb 01 05:45:58 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 3 | 
[Sat Feb 01 05:54:09 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 05:54:09 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 05:54:09 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 05:54:09 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 06:02:55 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 06:02:55 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 06:02:55 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 06:02:55 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 06:39:02 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -316 | Line: 0 | 
[Sat Feb 01 06:39:02 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -316 | Line: 1 | 批量
[Sat Feb 01 06:39:02 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -316 | Line: 2 | 
[Sat Feb 01 06:39:02 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -316 | Line: 3 | 
[Sat Feb 01 06:41:21 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 0 | 悲报
[Sat Feb 01 06:41:21 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 1 | bug链被ban
[Sat Feb 01 06:41:21 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 2 | 甘蔗机项目重大挫折
[Sat Feb 01 06:41:21 UTC 2025] Slatermy | Location: X: 508 Y: 66 Z: -326 | Line: 3 | 
[Sat Feb 01 06:43:49 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 06:43:49 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 06:43:49 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 06:43:49 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 06:49:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 0 | 
[Sat Feb 01 06:49:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 1 | 其他方块
[Sat Feb 01 06:49:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 2 | 
[Sat Feb 01 06:49:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 3 | 
[Sat Feb 01 06:51:15 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 0 | 
[Sat Feb 01 06:51:15 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 1 | 食物
[Sat Feb 01 06:51:15 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 2 | 
[Sat Feb 01 06:51:15 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 3 | 
[Sat Feb 01 07:01:14 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 07:01:14 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 07:01:14 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 07:01:14 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 08:01:27 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 0 | 喜报
[Sat Feb 01 08:01:27 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 1 | bug链被ban
[Sat Feb 01 08:01:27 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 2 | 甘蔗机使用其他办法
[Sat Feb 01 08:01:27 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 3 | 涅槃重生
[Sat Feb 01 09:11:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 09:11:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 09:11:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 09:11:04 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 09:12:08 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 09:12:08 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 09:12:08 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 09:12:08 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 09:57:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 0 | 
[Sat Feb 01 09:57:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 1 | 
[Sat Feb 01 09:57:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 
[Sat Feb 01 09:57:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 
[Sat Feb 01 10:01:03 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 
[Sat Feb 01 10:01:03 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 
[Sat Feb 01 10:01:03 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 
[Sat Feb 01 10:01:03 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 
[Sat Feb 01 12:46:38 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 0 | 
[Sat Feb 01 12:46:38 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 1 | 食物
[Sat Feb 01 12:46:38 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 2 | 
[Sat Feb 01 12:46:38 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 3 | 
[Sat Feb 01 13:18:17 UTC 2025] crocodile1456 | Location: X: 59 Y: 85 Z: 148 | Line: 0 | npc和菜单ui是英文W
[Sat Feb 01 13:18:17 UTC 2025] crocodile1456 | Location: X: 59 Y: 85 Z: 148 | Line: 1 | 因为插件不支持/像素
[Sat Feb 01 13:18:17 UTC 2025] crocodile1456 | Location: X: 59 Y: 85 Z: 148 | Line: 2 | 不够。请谅解，再找更
[Sat Feb 01 13:18:17 UTC 2025] crocodile1456 | Location: X: 59 Y: 85 Z: 148 | Line: 3 | 好方法去解决。
[Sat Feb 01 13:19:37 UTC 2025] crocodile1456 | Location: X: 36 Y: 84 Z: 103 | Line: 0 | /upgradeablespa
[Sat Feb 01 13:19:37 UTC 2025] crocodile1456 | Location: X: 36 Y: 84 Z: 103 | Line: 1 | wners buy 获得刷
[Sat Feb 01 13:19:37 UTC 2025] crocodile1456 | Location: X: 36 Y: 84 Z: 103 | Line: 2 | 怪笼，vip头衔及以上
[Sat Feb 01 13:19:37 UTC 2025] crocodile1456 | Location: X: 36 Y: 84 Z: 103 | Line: 3 | 才可购买使用哦~   
[Sat Feb 01 14:39:05 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 0 | 喜报
[Sat Feb 01 14:39:05 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 1 | 刷线机可以用了
[Sat Feb 01 14:39:05 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 2 | 放在村民繁殖那里
[Sat Feb 01 14:39:05 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 3 | 下面就是渔夫
[Sat Feb 01 14:39:48 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 需要的话可以搞
[Sat Feb 01 14:39:48 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 村民交易所了
[Sat Feb 01 14:39:48 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 村民繁殖后面我收拾出
[Sat Feb 01 14:39:48 UTC 2025] neckProtecter | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 来了，可以用
[Sat Feb 01 15:02:45 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 0 | 喜报
[Sat Feb 01 15:02:45 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 1 | 刷怪笼扩展新生物
[Sat Feb 01 15:02:45 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 2 | 价格调低了
[Sat Feb 01 15:02:45 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 3 | 苦力怕只要8w
[Sat Feb 01 15:15:19 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 0 | 刷怪笼
[Sat Feb 01 15:15:19 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 1 | 有个橡木史莱姆
[Sat Feb 01 15:15:19 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 2 | 5w
[Sat Feb 01 15:15:19 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 3 | 你们看看谁买一下qwq
[Sat Feb 01 15:25:59 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 0 | =>
[Sat Feb 01 15:25:59 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 1 | wow太棒了
[Sat Feb 01 15:25:59 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 2 | 
[Sat Feb 01 15:25:59 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 3 | 
[Sat Feb 01 15:34:09 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 0 | <=
[Sat Feb 01 15:34:09 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 1 | 做在家旁边还是
[Sat Feb 01 15:34:09 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 繁殖机后面？
[Sat Feb 01 15:34:09 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 
[Sat Feb 01 16:42:49 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 16:42:49 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 16:42:49 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 16:42:49 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 16:56:17 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 16:56:17 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 16:56:17 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 16:56:17 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 16:59:33 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Sat Feb 01 16:59:33 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Sat Feb 01 16:59:33 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Sat Feb 01 16:59:33 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Sat Feb 01 17:03:01 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 0 | 
[Sat Feb 01 17:03:01 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 1 | 石头
[Sat Feb 01 17:03:01 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 2 | 
[Sat Feb 01 17:03:01 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -315 | Line: 3 | 
[Sun Feb 02 04:03:36 UTC 2025] neckProtecter | Location: X: 509 Y: 69 Z: -317 | Line: 0 | 
[Sun Feb 02 04:03:36 UTC 2025] neckProtecter | Location: X: 509 Y: 69 Z: -317 | Line: 1 | 红石元件
[Sun Feb 02 04:03:36 UTC 2025] neckProtecter | Location: X: 509 Y: 69 Z: -317 | Line: 2 | 
[Sun Feb 02 04:03:36 UTC 2025] neckProtecter | Location: X: 509 Y: 69 Z: -317 | Line: 3 | 
[Sun Feb 02 05:46:55 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 0 | <=
[Sun Feb 02 05:46:55 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 1 | 做在家旁边还是
[Sun Feb 02 05:46:55 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 繁殖机后面？
[Sun Feb 02 05:46:55 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 
[Sun Feb 02 05:47:35 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 0 | ←
[Sun Feb 02 05:47:35 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 1 | 做在繁殖机后面
[Sun Feb 02 05:47:35 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 2 | 家旁边实体太多会卡
[Sun Feb 02 05:47:35 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 3 | 
[Sun Feb 02 07:02:24 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 648 | Line: 0 | 
[Sun Feb 02 07:02:24 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 648 | Line: 1 | 
[Sun Feb 02 07:02:24 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 648 | Line: 2 | 
[Sun Feb 02 07:02:24 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 648 | Line: 3 | 
[Sun Feb 02 07:02:25 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 649 | Line: 0 | 
[Sun Feb 02 07:02:25 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 649 | Line: 1 | 
[Sun Feb 02 07:02:25 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 649 | Line: 2 | 
[Sun Feb 02 07:02:25 UTC 2025] LCMonitor | Location: X: 952 Y: 111 Z: 649 | Line: 3 | 
[Sun Feb 02 07:02:36 UTC 2025] LCMonitor | Location: X: 967 Y: 119 Z: 656 | Line: 0 | 
[Sun Feb 02 07:02:36 UTC 2025] LCMonitor | Location: X: 967 Y: 119 Z: 656 | Line: 1 | 
[Sun Feb 02 07:02:36 UTC 2025] LCMonitor | Location: X: 967 Y: 119 Z: 656 | Line: 2 | 
[Sun Feb 02 07:02:36 UTC 2025] LCMonitor | Location: X: 967 Y: 119 Z: 656 | Line: 3 | 
[Sun Feb 02 07:41:20 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 654 | Line: 0 | 请勿靠近
[Sun Feb 02 07:41:20 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 654 | Line: 1 | 落入概不负责
[Sun Feb 02 07:41:20 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 654 | Line: 2 | 
[Sun Feb 02 07:41:20 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 654 | Line: 3 | 
[Sun Feb 02 08:25:27 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 656 | Line: 0 | w
[Sun Feb 02 08:25:27 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 656 | Line: 1 | 
[Sun Feb 02 08:25:27 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 656 | Line: 2 | 
[Sun Feb 02 08:25:27 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 656 | Line: 3 | 
[Sun Feb 02 08:25:29 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 655 | Line: 0 | 
[Sun Feb 02 08:25:29 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 655 | Line: 1 | 
[Sun Feb 02 08:25:29 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 655 | Line: 2 | 
[Sun Feb 02 08:25:29 UTC 2025] LCMonitor | Location: X: 967 Y: 111 Z: 655 | Line: 3 | 
[Sun Feb 02 08:27:31 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 655 | Line: 0 | 
[Sun Feb 02 08:27:31 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 655 | Line: 1 | 
[Sun Feb 02 08:27:31 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 655 | Line: 2 | 
[Sun Feb 02 08:27:31 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 655 | Line: 3 | 
[Sun Feb 02 08:27:32 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 656 | Line: 0 | 
[Sun Feb 02 08:27:32 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 656 | Line: 1 | 
[Sun Feb 02 08:27:32 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 656 | Line: 2 | 
[Sun Feb 02 08:27:32 UTC 2025] LCMonitor | Location: X: 968 Y: 111 Z: 656 | Line: 3 | 
[Sun Feb 02 08:37:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 0 | W]
[Sun Feb 02 08:37:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 1 | 食物
[Sun Feb 02 08:37:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 2 | 
[Sun Feb 02 08:37:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 3 | 
[Sun Feb 02 08:37:36 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 0 | 
[Sun Feb 02 08:37:36 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 1 | 食物
[Sun Feb 02 08:37:36 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 2 | 
[Sun Feb 02 08:37:36 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -317 | Line: 3 | 
[Sun Feb 02 08:38:44 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 656 | Line: 0 | 
[Sun Feb 02 08:38:44 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 656 | Line: 1 | 
[Sun Feb 02 08:38:44 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 656 | Line: 2 | 
[Sun Feb 02 08:38:44 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 656 | Line: 3 | 
[Sun Feb 02 08:38:54 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 656 | Line: 0 | e
